id,kode_pohon,nama_lokal,nama_latin,Group,Icon,status_iucn,diameter,tinggi,unit_PS,jenis_lahan,nama_khas_wilayah,Latitude,Longitude,elevasi,jarak_permukiman,status_adopsi,nama_pengadopsi,masa_berlaku,nama_surveyor,waktu_survei,harga_adopsi,serapan_karbon,penyedia_bibit,metode_karbon,Image1,Image2,Image3,Image4,chart_link
563,BAA0354RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,29,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5452093,101.0875907,-1.512194589,3.1,Belum,-,-,Jailani,28/09/2021 13:43,50000,1028.40,-,"Chave et al, 2014",media/1632811302867.jpg,media/1632811319766.jpg,media/1632811343014.jpg,media/1632811359509.jpg,
564,BAA0355RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,36,18,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5451873,101.0875252,4.897290041,3.1,Belum,-,-,Jailani,28/09/2021 13:46,50000,1873.89,-,"Chave et al, 2014",media/1632811516296.jpg,media/1632811532722.jpg,media/1632811549476.jpg,media/1632811571217.jpg,
565,BAA0356RBF,Gurah,-,Pohon Muda,icon/young_tree.svg,Not Defined,30,23,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5451638,101.087534,2.13553601,3.1,Belum,-,-,Jailani,28/09/2021 13:49,50000,1411.13,-,"Brown, 1997",media/1632811714748.jpg,media/1632811729864.jpg,media/1632811747324.jpg,media/1632811767426.jpg,
566,BAA0367RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,24,12,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5453636,101.0876493,19.54853478,3.1,Belum,-,-,Jailani,28/09/2021 13:54,50000,571.67,-,"Chave et al, 2014",media/1632812019381.jpg,media/1632812032392.jpg,media/1632812050470.jpg,media/1632812069046.jpg,
567,BAA0368RBF,Maleh,-,Pohon Dewasa,icon/mature_tree.svg,Not Defined,43,40,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5453509,101.0876324,0.52629561,3.1,Belum,-,-,Jailani,28/09/2021 13:59,200000,3508.53,-,"Brown, 1997",media/1632812293930.jpg,media/1632812309596.jpg,media/1632812325836.jpg,media/1632812344575.jpg,
568,BAA0369RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,24,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5453615,101.0876751,-1.344070641,3.08,Belum,-,-,Jailani,28/09/2021 14:06,50000,710.78,-,"Chave et al, 2014",media/1632812695083.jpg,media/1632812709333.jpg,media/1632812731323.jpg,media/1632812754141.jpg,
569,BAA0370RBF,Kandis,Garcinia sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,40,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5454709,101.0876525,1.582455335,3.08,Belum,-,-,Jailani,28/09/2021 14:10,200000,3683.15,-,"Chave et al, 2014",media/1632812964974.jpg,media/1632812981583.jpg,media/1632813000504.jpg,media/1632813014222.jpg,
570,BAA0371RBF,Putek,Barringtonia sp.,Pohon Muda,icon/young_tree.svg,Not Defined,37,18,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5454659,101.087639,16.41021813,3.08,Belum,-,-,Jailani,28/09/2021 14:16,50000,2398.83,-,"Brown, 1997",media/1632813330182.jpg,media/1632813344412.jpg,media/1632813359475.jpg,media/1632813378500.jpg,
571,BAA0372RBF,Kolek,Eugenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,48,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5454659,101.087639,16.41021813,3.07,Belum,-,-,Jailani,28/09/2021 14:19,200000,5092.25,-,"Chave et al, 2014",media/1632813517317.jpg,media/1632813539452.jpg,media/1632813555240.jpg,media/1632813570848.jpg,
572,BAA0373RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,25,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5455027,101.0874369,7.061423344,3.07,Belum,-,-,Jailani,28/09/2021 14:25,50000,769.73,-,"Chave et al, 2014",media/1632813899140.jpg,media/1632813912338.jpg,media/1632813930925.jpg,media/1632813945640.jpg,
573,BAA0374RBF,Gurah,-,Pohon Dewasa,icon/mature_tree.svg,Not Defined,55,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5455027,101.0874369,7.061423344,3.07,Belum,-,-,Jailani,28/09/2021 14:28,200000,6539.84,-,"Brown, 1997",media/1632814041882.jpg,media/1632814057253.jpg,media/1632814072629.jpg,media/1632814088184.jpg,
574,BAA0375RBF,Leban,Vitex Pinnata,Pohon Muda,icon/young_tree.svg,Least Concern,22,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5455581,101.0873439,1.910979386,3.07,Belum,-,-,Jailani,28/09/2021 14:31,50000,698.06,-,"Chave et al, 2014",media/1632814228934.jpg,media/1632814241688.jpg,media/1632814257185.jpg,media/1632814270880.jpg,
575,BAA0384RBF,Mentangor,Calophyllum,Pohon Muda,icon/young_tree.svg,Not Defined,27,13,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5456792,101.087318,0.617007434,3.07,Belum,-,-,Jailani,28/09/2021 14:37,50000,693.43,-,"Chave et al, 2014",media/1632814565682.jpg,media/1632814579884.jpg,media/1632814595663.jpg,media/1632814610344.jpg,
576,BAA0383RBF,Leban,Vitex Pinnata,Pohon Muda,icon/young_tree.svg,Least Concern,27,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5456,101.0871776,8.683075848,3.07,Belum,-,-,Jailani,28/09/2021 14:42,50000,1041.14,-,"Chave et al, 2014",media/1632814865070.jpg,media/1632814880120.jpg,media/1632814896535.jpg,media/1632814912630.jpg,
577,BAA0334RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,45,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5449882,101.0883811,2.141952621,3.05,Belum,-,-,Jailani,28/09/2021 14:54,200000,2424.55,-,"Chave et al, 2014",media/1632815615011.jpg,media/1632815628685.jpg,media/1632815645033.jpg,media/1632815657181.jpg,
578,BAA0335RBF,Leban,Vitex Pinnata,Pohon Muda,icon/young_tree.svg,Least Concern,22,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5450112,101.0883938,-7.156600302,3.07,Belum,-,-,Jailani,28/09/2021 14:58,50000,698.06,-,"Chave et al, 2014",media/1632815832645.jpg,media/1632815850283.jpg,media/1632815864943.jpg,media/1632815884069.jpg,
579,BAA0336RBF,Leban,Vitex Pinnata,Pohon Muda,icon/young_tree.svg,Least Concern,29,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5450112,101.0883938,-7.156600302,3.1,Belum,-,-,Jailani,28/09/2021 15:01,50000,1196.98,-,"Chave et al, 2014",media/1632815982126.jpg,media/1632815995803.jpg,media/1632816011054.jpg,media/1632816096065.jpg,
580,BAA0325RBF,Gurah,-,Pohon Muda,icon/young_tree.svg,Not Defined,21,19,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5446535,101.0886143,18.69243829,3.1,Belum,-,-,Jailani,28/09/2021 15:08,50000,572.35,-,"Brown, 1997",media/1632816432994.jpg,media/1632816449575.jpg,media/1632816464721.jpg,media/1632816487395.jpg,
581,BAA0319RBF,Kolek,Eugenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,20,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Kesumbo Ampai,1.544531,101.08851,1.794120088,3.1,Belum,-,-,Jailani,28/09/2021 15:12,50000,560.03,-,"Chave et al, 2014",media/1632816650611.jpg,media/1632816665145.jpg,media/1632816679028.jpg,media/1632816695477.jpg,
582,BAA0658HAKA,Pudu,Artocarpus kemando,Pohon Dewasa,icon/mature_tree.svg,Not Defined,58,40,Hutan Adat Kesumbo Ampai,Mineral,Kesumbo Ampai,1.4506759,101.2304073,28.38662668,3.13,Belum,-,-,Hari Yudistira,05/10/2021 09:30,200000,7713.93,-,"Chave et al, 2014",media/1633458515079.jpg,media/1633458554205.jpg,media/1633458578926.jpg,media/1633458606672.jpg,
583,BAA0659HAKA,Kempas,Koompassia malaccensis,Pohon Dewasa,icon/mature_tree.svg,Conservation dependent,74,48,Hutan Adat Kesumbo Ampai,Mineral,Kesumbo Ampai,1.4505924,101.2303156,38.13955944,3.15,Belum,-,-,Hari Yudistira,05/10/2021 09:35,200000,26178.55,-,"Chave et al, 2014",media/1633458771811.jpg,media/1633458811628.jpg,media/1633458864844.jpg,media/1633458905465.jpg,
584,BAA0660HAKA,Daru daru,Cantleya malayana,Pohon Dewasa,icon/mature_tree.svg,Not Defined,58,42,Hutan Adat Kesumbo Ampai,Mineral,Kesumbo Ampai,1.4505654,101.2303446,49.13127123,3.09,Belum,-,-,Hari Yudistira,05/10/2021 09:40,200000,7480.36,-,"Chave et al, 2014",media/1633459046678.jpg,media/1633459066986.jpg,media/1633459139854.jpg,media/1633459198232.jpg,
585,BAA0661HAKA,Darah darah,Myristica iners,Pohon Dewasa,icon/mature_tree.svg,Least Concern,48,30,Hutan Adat Kesumbo Ampai,Mineral,Kesumbo Ampai,1.450606,101.2302815,36.74909511,3.09,Belum,-,-,Hari Yudistira,05/10/2021 09:45,200000,4087.88,-,"Chave et al, 2014",media/1633459448739.jpg,media/1633459468347.jpg,media/1633459490451.jpg,media/1633459532515.jpg,
586,BAA0662RBF,Jelutung,Dyera costulata,Pohon Dewasa,icon/mature_tree.svg,Least Concern,109,60,Hutan Adat Kesumbo Ampai,Mineral,Kesumbo Ampai,1.4505484,101.2303032,30.15759495,3.08,Belum,-,-,Hari Yudistira,05/10/2021 09:50,200000,32436.46,-,"Chave et al, 2014",media/1633459741907.jpg,media/1633459764059.jpg,media/1633459792374.jpg,media/1633459824620.jpg,
587,BAA0663HAKA,Tungkal,Artocarpus sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,83,40,Hutan Adat Kesumbo Ampai,Mineral,Kesumbo Ampai,1.4503719,101.2304181,32.76876749,3.09,Belum,-,-,Hari Yudistira,05/10/2021 09:57,200000,18338.63,-,"Chave et al, 2014",media/1633460157917.jpg,media/1633460177275.jpg,media/1633460200664.jpg,media/1633460226145.jpg,
588,BAA0664HAKA,Balam,Palaquium sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,51,40,Hutan Adat Kesumbo Ampai,Mineral,Kesumbo Ampai,1.4505538,101.2301582,48.6935219,3.09,Belum,-,-,Hari Yudistira,05/10/2021 10:15,200000,7403.41,-,"Chave et al, 2014",media/1633461238654.jpg,media/1633461260780.jpg,media/1633461282718.jpg,media/1633461304521.jpg,
589,BAA0665HAKA,Kulim,Scorodocarpus borneensis,Pohon Muda,icon/young_tree.svg,Not Defined,35,25,Hutan Adat Kesumbo Ampai,Mineral,Kesumbo Ampai,1.450647,101.2301727,40.38520114,3.06,Belum,-,-,Hari Yudistira,05/10/2021 10:21,50000,2920.58,-,"Chave et al, 2014",media/1633461436320.jpg,media/1633461450622.jpg,media/1633461470270.jpg,media/1633461669271.jpg,
590,BAA0666HAKA,Poneng poneng,Lithocarpus sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,60,45,Hutan Adat Kesumbo Ampai,Mineral,Kesumbo Ampai,1.4504551,101.2299911,54.38584383,3.1,Belum,-,-,Hari Yudistira,05/10/2021 10:26,200000,8150.28,-,"Brown, 1997",media/1633461856223.jpg,media/1633461885373.jpg,media/1633461915372.jpg,media/1633461973316.jpg,
591,BAA0667HAKA,Poneng poneng,Lithocarpus sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,54,30,Hutan Adat Kesumbo Ampai,Mineral,Kesumbo Ampai,1.4505019,101.229756,44.21041169,3.1,Belum,-,-,Hari Yudistira,05/10/2021 10:31,200000,6243.18,-,"Brown, 1997",media/1633462218991.jpg,media/1633462237169.jpg,media/1633462259493.jpg,media/1633462277496.jpg,
592,BAA0668HAKA,Sisik,Pentace sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,50,30,Hutan Adat Kesumbo Ampai,Mineral,Kesumbo Ampai,1.4505391,101.2297629,49.98567811,3.1,Belum,-,-,Hari Yudistira,05/10/2021 10:35,200000,5390.79,-,"Chave et al, 2014",media/1633462456253.jpg,media/1633462471247.jpg,media/1633462521018.jpg,media/1633462535386.jpg,
593,BAA0669HAKA,Kempas,Koompassia malaccensis,Pohon Dewasa,icon/mature_tree.svg,Conservation dependent,64,45,Hutan Adat Kesumbo Ampai,Mineral,Kesumbo Ampai,1.4505715,101.2296605,47.59890577,3.13,Belum,-,-,Hari Yudistira,05/10/2021 10:39,200000,18514.52,-,"Chave et al, 2014",media/1633462692015.jpg,media/1633462709994.jpg,media/1633462732911.jpg,media/1633462755561.jpg,
594,BAA0670HAKA,Kempas,Koompassia malaccensis,Pohon Dewasa,icon/mature_tree.svg,Conservation dependent,68,46,Hutan Adat Kesumbo Ampai,Mineral,Pulau Tilan,1.4504849,101.2296333,49.29759529,3.13,Belum,-,-,Hari Yudistira,05/10/2021 10:44,200000,21292.31,-,"Chave et al, 2014",media/1633462976464.jpg,media/1633463003612.jpg,media/1633463024428.jpg,media/1633463040972.jpg,
595,BAA0289RBF,Timah-Timah,Ilex,Pohon Dewasa,icon/mature_tree.svg,Not Defined,49,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5437545,101.0885174,8.362740317,3.14,Belum,-,-,Mukhlis,28/09/2021 10:42,200000,4099.53,-,"Chave et al, 2014",media/1632800481024.jpg,media/1632800494670.jpg,media/1632800523464.jpg,media/1632800531683.jpg,
596,BAA0333RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,25,13,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5449193,101.0883852,9.528328493,3.13,Belum,-,-,Sudirman,28/09/2021 14:54,50000,669.40,-,"Chave et al, 2014",media/1632815604050.jpg,media/1632815614643.jpg,media/1632815629221.jpg,media/1632815639395.jpg,
597,BAA0330RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,39,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5448737,101.0883805,2.894803565,3.23,Belum,-,-,Khomidi,28/09/2021 14:56,50000,2428.06,-,"Chave et al, 2014",media/1632815767911.jpg,media/1632815776668.jpg,media/1632815794201.jpg,media/1632815803482.jpg,
598,BAA0272RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,33,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5436052,101.08935,3.364362271,3.11,Belum,-,-,Jedi Satria,28/09/2021 09:22,50000,1323.43,-,"Chave et al, 2014",media/1632795628914.jpg,media/1632795651857.jpg,media/1632795714785.jpg,media/1632795735065.jpg,
599,BAA0288RBF,Bongka,-,Pohon Muda,icon/young_tree.svg,Not Defined,35,20,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5437345,101.0885953,0.926925153,3.11,Belum,-,-,Sudirman,28/09/2021 10:25,50000,2084.21,-,"Brown, 1997",media/1632799471568.jpg,media/1632799481579.jpg,media/1632799495163.jpg,media/1632799506796.jpg,
600,BAA0385RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,54,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5434806,101.0888416,16.4513652,3.23,Belum,-,-,Sudirman,28/09/2021 15:16,200000,5697.93,-,"Chave et al, 2014",media/1632816972489.jpg,media/1632816983383.jpg,media/1632816998446.jpg,media/1632817006396.jpg,
601,BAA0284RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,42,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5436884,101.0886445,-0.224346672,3.23,Belum,-,-,Sudirman,28/09/2021 10:16,200000,2119.06,-,"Chave et al, 2014",media/1632798957160.jpg,media/1632798967643.jpg,media/1632798984939.jpg,media/1632798998367.jpg,
602,BAA0285RBF,Simpur,Dillenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5436791,101.0886684,7.717472181,3.25,Belum,-,-,Mukhlis,28/09/2021 10:19,200000,1926.55,-,"Chave et al, 2014",media/1632799084423.jpg,media/1632799103174.jpg,media/1632799121926.jpg,media/1632799130032.jpg,
603,BAA0286RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,32,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.543639,101.0886384,5.670815264,3.23,Belum,-,-,Jefri Azwar,28/09/2021 10:21,50000,1246.27,-,"Chave et al, 2014",media/1632799206789.jpg,media/1632799227161.jpg,media/1632799244972.jpg,media/1632799255384.jpg,
604,BAA0287RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,31,10,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5436704,101.0886291,-5.149081558,3.23,Belum,-,-,Mukhlis,28/09/2021 10:23,50000,788.56,-,"Chave et al, 2014",media/1632799352572.jpg,media/1632799363405.jpg,media/1632799378601.jpg,media/1632799388816.jpg,
605,BAA0280RBF,Gurah,-,Pohon Muda,icon/young_tree.svg,Not Defined,32,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5437675,101.0888026,10.5799178,3.24,Belum,-,-,Jefri Azwar,28/09/2021 10:04,50000,1661.42,-,"Brown, 1997",media/1632798190629.jpg,media/1632798212210.jpg,media/1632798229672.jpg,media/1632798240264.jpg,
606,BAA0281RBF,Gurah,-,Pohon Muda,icon/young_tree.svg,Not Defined,30,10,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5437459,101.0888387,5.484434258,3.24,Belum,-,-,Jefri Azwar,28/09/2021 10:08,50000,1411.13,-,"Brown, 1997",media/1632798415791.jpg,media/1632798443733.jpg,media/1632798459682.jpg,media/1632798470058.jpg,
607,BAA0282RBF,Gurah,-,Pohon Muda,icon/young_tree.svg,Not Defined,28,10,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5438236,101.0887125,3.589316903,3.22,Belum,-,-,Sudirman,28/09/2021 10:10,50000,1185.11,-,"Brown, 1997",media/1632798573612.jpg,media/1632798585923.jpg,media/1632798599164.jpg,media/1632798608654.jpg,
608,BAA0283RBF,Gurah,-,Pohon Muda,icon/young_tree.svg,Not Defined,31,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.543827,101.0887374,4.477836269,3.22,Belum,-,-,Sudirman,28/09/2021 10:13,50000,1533.19,-,"Brown, 1997",media/1632798712690.jpg,media/1632798723331.jpg,media/1632798754920.jpg,media/1632798773019.jpg,
609,BAA0276RBF,Bayan,-,Pohon Muda,icon/young_tree.svg,Not Defined,28,18,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5437838,101.0892897,13.02063519,3.22,Belum,-,-,Khomidi,28/09/2021 09:48,50000,1185.11,-,"Brown, 1997",media/1632797220643.jpg,media/1632797243003.jpg,media/1632797262216.jpg,media/1632797272463.jpg,
610,BAA0277RBF,Gurah,-,Pohon Dewasa,icon/mature_tree.svg,Not Defined,41,25,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5436721,101.0892364,10.35802884,3.22,Belum,-,-,Sudirman,28/09/2021 09:52,200000,3110.23,-,"Brown, 1997",media/1632797485910.jpg,media/1632797506869.jpg,media/1632797528242.jpg,media/1632797540404.jpg,
611,BAA0278RBF,Simpur,Dillenia sp.,Pohon Muda,icon/young_tree.svg,Least Concern,20,15,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Pulau Tilan,1.5437131,101.0891661,16.01627421,3.21,Belum,-,-,Khomidi,28/09/2021 09:55,50000,497.93,-,"Chave et al, 2014",media/1632797657671.jpg,media/1632797680183.jpg,media/1632797700254.jpg,media/1632797709814.jpg,
612,BAA0279RBF,Gurah,-,Pohon Muda,icon/young_tree.svg,Not Defined,35,10,"Hutan Lindung Pulau Tilan, Kep Rantau Bais",Mineral,Kesumbo Ampai,1.5437914,101.0887182,-3.297249419,3.22,Belum,-,-,Sudirman,28/09/2021 10:01,50000,2084.21,-,"Brown, 1997",media/1632798026831.jpg,media/1632798043763.jpg,media/1632798058028.jpg,media/1632798066799.jpg,
613,BAA0671HAKA,Kempas,Koompassia malaccensis,Pohon Dewasa,icon/mature_tree.svg,Conservation dependent,50,45,Hutan Adat Kesumbo Ampai,Mineral,Kesumbo Ampai,1.4505455,101.2296088,46.39452099,3.22,Belum,-,-,Hari Yudistira,05/10/2021 10:48,200000,11435.07,-,"Chave et al, 2014",media/1633463241879.jpg,media/1633463259998.jpg,media/1633463276290.jpg,media/1633463299012.jpg,
614,BAA0672HAKA,Daru daru,Cantleya malayana,Pohon Dewasa,icon/mature_tree.svg,Not Defined,41,42,Hutan Adat Kesumbo Ampai,Mineral,Kesumbo Ampai,1.4505556,101.2295568,42.9183582,3.22,Belum,-,-,Hari Yudistira,05/10/2021 10:51,200000,3110.23,-,"Chave et al, 2014",media/1633463423488.jpg,media/1633463438602.jpg,media/1633463464107.jpg,media/1633463490279.jpg,
615,BAA0673HAKA,Kedondong hutan,Spondias dulcis,Pohon Dewasa,icon/mature_tree.svg,Not Defined,42,30,Hutan Adat Kesumbo Ampai,Mineral,Kesumbo Ampai,1.4505016,101.2296283,49.98795287,3.14,Belum,-,-,Hari Yudistira,05/10/2021 10:55,200000,2314.08,-,"Chave et al, 2014",media/1633463678343.jpg,media/1633463694633.jpg,media/1633463712761.jpg,media/1633463738809.jpg,
616,BAA0674HAKA,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,75,50,Hutan Adat Kesumbo Ampai,Mineral,Kesumbo Ampai,1.4503104,101.2296024,28.33004747,3.15,Belum,-,-,Hari Yudistira,05/10/2021 10:59,200000,19742.87,-,"Chave et al, 2014",media/1633463897563.jpg,media/1633463914687.jpg,media/1633463931929.jpg,media/1633463950058.jpg,
617,BAA0675HAKA,Seminai,Madhuca utilis,Pohon Dewasa,icon/mature_tree.svg,Endangered,106,50,Hutan Adat Kesumbo Ampai,Mineral,Kesumbo Ampai,1.4506317,101.2293751,41.14190622,3.14,Belum,-,-,Hari Yudistira,05/10/2021 11:07,200000,63293.12,-,"Chave et al, 2014",media/1633464357636.jpg,media/1633464377238.jpg,media/1633464398034.jpg,media/1633464432480.jpg,
618,BAA0676HAKA,Petaling,Ochanostachys amentacea,Pohon Dewasa,icon/mature_tree.svg,Data Deficient,45,30,Hutan Adat Kesumbo Ampai,Mineral,Kesumbo Ampai,1.4505713,101.2294301,38.46503035,3.12,Belum,-,-,Hari Yudistira,05/10/2021 11:16,200000,6080.49,-,"Chave et al, 2014",media/1633464896897.jpg,media/1633464912524.jpg,media/1633464930455.jpg,media/1633464956975.jpg,
619,BAA0678HAKA,Darah darah,Myristica iners,Pohon Dewasa,icon/mature_tree.svg,Least Concern,56,50,Hutan Adat Kesumbo Ampai,Mineral,Kesumbo Ampai,1.4502597,101.229477,46.60328052,3.17,Belum,-,-,Anton,05/10/2021 11:22,200000,9092.90,-,"Chave et al, 2014",media/1633465247600.jpg,media/1633465265779.jpg,media/1633465294477.jpg,media/1633465314150.jpg,
620,BAA0677HAKA,Keranji,Diallium indum,Pohon Dewasa,icon/mature_tree.svg,Not Defined,43,40,Hutan Adat Kesumbo Ampai,Mineral,Kesumbo Ampai,1.4504223,101.2294252,51.1288811,3.16,Belum,-,-,Hari Yudistira,05/10/2021 11:25,200000,7540.34,-,"Chave et al, 2014",media/1633465470498.jpg,media/1633465494407.jpg,media/1633465513802.jpg,media/1633465530273.jpg,
621,BAA0679HAKA,Kempas,Koompassia malaccensis,Pohon Dewasa,icon/mature_tree.svg,Conservation dependent,46,40,Hutan Adat Kesumbo Ampai,Mineral,Kesumbo Ampai,1.4502426,101.2293282,48.43956669,3.13,Belum,-,-,Putri,05/10/2021 11:30,200000,8662.19,-,"Chave et al, 2014",media/1633465758549.jpg,media/1633465775587.jpg,media/1633465791769.jpg,media/1633465807553.jpg,
622,BAA0680HAKA,Kempas,Koompassia malaccensis,Pohon Dewasa,icon/mature_tree.svg,Conservation dependent,45,41,Hutan Adat Kesumbo Ampai,Mineral,Kesumbo Ampai,1.4502805,101.2293594,47.86130659,3.15,Belum,-,-,Hari Yudistira,05/10/2021 11:33,200000,8500.84,-,"Chave et al, 2014",media/1633465946749.jpg,media/1633465963938.jpg,media/1633465989376.jpg,media/1633466021092.jpg,
623,BAA0681HAKA,Kulim,Scorodocarpus borneensis,Pohon Dewasa,icon/mature_tree.svg,Not Defined,42,35,Hutan Adat Kesumbo Ampai,Mineral,Kesumbo Ampai,1.4502803,101.229357,47.51750781,3.14,Belum,-,-,Herman,05/10/2021 11:36,200000,5789.64,-,"Chave et al, 2014",media/1633466151810.jpg,media/1633466171825.jpg,media/1633466198273.jpg,media/1633466210286.jpg,
624,BAA0682HAKA,Kelat,Eugenia sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,75,50,Hutan Adat Kesumbo Ampai,Mineral,Kesumbo Ampai,1.4501867,101.2293065,36.08891795,3.14,Belum,-,-,Hari Yudistira,05/10/2021 11:41,200000,23935.98,-,"Chave et al, 2014",media/1633466428753.jpg,media/1633466446207.jpg,media/1633466464928.jpg,media/1633466488880.jpg,
625,BAA0683HAKA,Seminai,Madhuca utilis,Pohon Dewasa,icon/mature_tree.svg,Endangered,45,50,Hutan Adat Kesumbo Ampai,Mineral,Kesumbo Ampai,1.4501859,101.2293328,38.51705769,3.14,Belum,-,-,Anton,05/10/2021 11:44,200000,11885.85,-,"Chave et al, 2014",media/1633466601744.jpg,media/1633466618779.jpg,media/1633466642239.jpg,media/1633466662801.jpg,
626,BAA0686HAKA,Seminai,Madhuca utilis,Pohon Dewasa,icon/mature_tree.svg,Endangered,80,52,Hutan Adat Kesumbo Ampai,Mineral,Kesumbo Ampai,1.4499671,101.2293069,55.71332271,3.14,Belum,-,-,Tarman,05/10/2021 11:50,200000,37967.82,-,"Chave et al, 2014",media/1633466980084.jpg,media/1633466992941.jpg,media/1633467009188.jpg,media/1633467033552.jpg,
627,BAA0684HAKA,Kulim,Scorodocarpus borneensis,Pohon Dewasa,icon/mature_tree.svg,Not Defined,42,50,Hutan Adat Kesumbo Ampai,Mineral,Kesumbo Ampai,1.4499231,101.2292602,48.36694615,3.13,Belum,-,-,Tarman,05/10/2021 11:54,200000,8200.42,-,"Chave et al, 2014",media/1633467187017.jpg,media/1633467200589.jpg,media/1633467218008.jpg,media/1633467237684.jpg,
